"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"146","R-HSA-1630316","0.0253","0.9858","25","124","0.3872","Glycosaminoglycan metabolism","B3GNT3::HPSE::KERA::VCAN::CSPG4::DCN::CHST13::SLC26A2::EXT1::HS6ST3::DSE::HSPG2::CHSY3::PRELP::CHST7::BGN::CHST1::DSEL::B3GNT7::B4GALT6::NDST3::CHST3::CD44::HS3ST3B1::HS3ST1"
"147","R-HSA-1280215","0.0257","0.9799","125","835","0.388","Cytokine Signaling in Immune system","TRIM10::EBI3::BATF::IFITM2::NRG3::IL1RAPL1::IRAK3::GBP5::CISH::TRIM6::CNN2::CNTFR::COL1A2::IL31RA::CSF1::CSF2::CSF2RA::CTF1::IFNLR1::HBEGF::DUSP4::DUSP9::S1PR1::EGFR::FGB::FGF1::FGF2::FGF5::FGG::CNKSR2::FLNA::FN1::CLCF1::FPR1::TRIM29::IL27::FYN::RASGRP3::FGF20::GBP1::GDNF::GHR::ANGPT1::GRIN1::CXCL1::CXCL2::GSTA2::BLNK::ANXA1::ANXA2::NRG1::HLA-B::HLA-DQA1::BIRC3::ICAM1::IFIT2::IFIT1::IFIT3::IFNA1::IL1A::IL1RAP::IL6::IL7R::CXCL8::IL12B::IL12RB2::TNFRSF9::IL18::IRAK2::ITGB1::ITGB2::ITGB3::KIT::LCK::LIF::LTB::LYN::ARRB1::MEF2C::MET::MID1::MMP2::MMP9::MSN::NOS2::IL20::HERC5::PDGFRB::PIK3CD::APBB1IP::MAPK10::PRL::PRLR::PSMB8::PTGS2::RHOU::RAG1::IL22RA1::BCL2::RET::RNASEL::RORC::SAA1::CCL20::FSCN1::SOX2::SRC::BST2::ZEB1::TEK::TGFB1::TIMP1::VAV1::VIM::CAMK2A::TNFSF14::TNFRSF14::IL1RL2::TNFSF18::OSMR::IL32::KL::CD40::CD44::TNFSF15"
"148","R-HSA-199418","0.0257","0.9861","22","109","0.388","Negative regulation of the PI3K AKT network","AKT3::NRG3::HBEGF::EGFR::ESR1::FGF1::FGF2::FGF5::FYN::FGF20::NRG1::IL1RAP::KIT::LCK::MET::PDGFRB::PIK3CD::RAC2::SRC::VAV1::PIP5K1B::KL"
"149","R-HSA-201451","0.0261","0.9917","8","27","0.3918","Signaling by BMP","FSTL1::BMP10::SMAD9::SMURF2::BMP2::CHRDL1::NOG::ACVRL1"
"150","R-HSA-193648","0.0263","0.9882","14","58","0.3919","NRAGE signals death through JNK","ARHGEF33::FGD2::TIAM2::MCF2::ARHGEF35::NGF::NGFR::ARHGEF4::ARHGEF38::PREX1::PLEKHG2::TIAM1::VAV1::KALRN"
"151","R-HSA-375280","0.0275","0.9896","10","41","0.4046","Amine ligand-binding receptors","HRH3::ADRA1B::ADRA2A::ADRA2C::ADRB2::DRD1::HRH1::HTR1D::HTR2C::HTR4"
"152","R-HSA-1483166","0.0277","0.9895","10","39","0.4046","Synthesis of PA","PLA2R1::GPD1L::ALPI::PLA2G2A::PLA2G4A::PLA2G5::PLD1::AGPAT4::PLA2G2F::GPAT3"
"153","R-HSA-1296072","0.0279","0.9889","11","43","0.4046","Voltage gated Potassium channels","KCNH3::KCNH5::KCNA7::KCNC4::KCND3::KCNG1::KCNQ3::KCNS1::KCNS3::KCNQ5::KCNG4"
"154","R-HSA-449147","0.0279","0.9798","70","444","0.4046","Signaling by Interleukins","EBI3::BATF::IL1RAPL1::IRAK3::CISH::CNN2::CNTFR::COL1A2::IL31RA::CSF1::CSF2::CSF2RA::CTF1::IFNLR1::DUSP4::S1PR1::FGF2::FN1::CLCF1::FPR1::IL27::FYN::CXCL1::CXCL2::GSTA2::BLNK::ANXA1::ANXA2::ICAM1::IL1A::IL1RAP::IL6::IL7R::CXCL8::IL12B::IL12RB2::IL18::IRAK2::ITGB1::ITGB2::LCK::LIF::LYN::MEF2C::MMP2::MMP9::MSN::NOS2::IL20::PIK3CD::MAPK10::PSMB8::PTGS2::RHOU::RAG1::IL22RA1::BCL2::RORC::SAA1::CCL20::FSCN1::SOX2::ZEB1::TGFB1::TIMP1::VAV1::VIM::IL1RL2::OSMR::IL32"
"155","R-HSA-205025","0.0281","0.9972","3","6","0.4049","NADE modulates death signalling","BEX3::NGF::NGFR"
"156","R-HSA-9609736","0.0283","0.9893","10","39","0.4049","Assembly and cell surface presentation of NMDA receptors","TUBB3::TUBB4A::GRIN1::GRIN2A::TUBB2B::KIF17::TUBAL3::CAMK2A::TUBB6::LIN7A"
"157","R-HSA-8964046","0.0287","0.9971","3","6","0.4079","VLDL clearance","APOC1::APOC4::APOBR"
"158","R-HSA-2672351","0.0304","0.9833","22","108","0.4307","Stimuli-sensing channels","CLCN4::CLCNKB::SLC9B2::TRPM6::TRPV3::ANO5::FKBP1B::NALCN::UNC80::ANO1::MCOLN3::TRPV5::TRPV4::SCNN1B::SGK1::WNK3::TRPC1::TRPC3::TRPC4::TRPM3::TTYH2::CLCA2"
"159","R-HSA-3928665","0.031","0.9868","12","51","0.4357","EPH-ephrin mediated repulsion of cells","DNM1::EFNA3::EFNB3::EPHA2::EPHA3::EPHA5::FYN::LYN::MMP2::MMP9::SRC::TIAM1"
"160","R-HSA-6783589","0.0323","0.9902","7","24","0.4504","Interleukin-6 family signaling","CNTFR::IL31RA::CTF1::CLCF1::IL6::LIF::OSMR"
"161","R-HSA-112315","0.0324","0.978","47","269","0.4504","Transmission across Chemical Synapses","TUBB3::TUBB4A::ADCY1::ADCY2::CPLX1::CHAT::ADCY7::GABBR1::GABRA1::GABRA2::GABRA3::GABRG3::GAD1::NAAA::RPS6KA6::GNG10::GNG11::GNGT2::GRIK3::GRIK4::GRIN1::GRIN2A::NRG1::TUBB2B::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::MAPT::GNG2::PRKCA::KIF17::RAB3A::BCHE::SLC1A1::SLC1A3::SLC6A11::SRC::CACNA2D1::CACNB1::TUBAL3::CAMK4::CAMK2A::TUBB6::LIN7A"
"162","R-HSA-433692","0.0341","0.9963","3","6","0.4701","Proton-coupled monocarboxylate transport","SLC16A1::SLC16A3::SLC16A7"
"163","R-HSA-211897","0.0349","0.9836","14","64","0.4716","Cytochrome P450 - arranged by substrate type","CYP4F8::CYP2U1::CYP4F22::CYP1A2::CYP2A6::CYP2E1::CYP4B1::CYP11A1::CYP24A1::CYP26A1::CYP27A1::CYP2S1::PTGIS::ARNT2"
"164","R-HSA-8963691","0.0351","0.9936","4","11","0.4716","Phenylalanine and tyrosine metabolism","IL4I1::HGD::TAT::ASRGL1"
"165","R-HSA-8949275","0.0356","0.9961","3","6","0.4716","RUNX3 Regulates Immune Response and Cell Migration","ITGA4::RORC::SPP1"
"166","R-HSA-5654219","0.0358","0.9915","5","16","0.4716","Phospholipase C-mediated cascade- FGFR1","FGF1::FGF2::FGF5::FGF20::KL"
"167","R-HSA-418038","0.036","0.9916","5","15","0.4716","Nucleotide-like (purinergic) receptors","LPAR6::ADORA2B::P2RY10::GPR17::P2RY2"
"168","R-HSA-3928663","0.036","0.9875","8","30","0.4716","EPHA-mediated growth cone collapse","MYL9::EFNA3::EPHA2::EPHA3::EPHA5::FYN::LYN::SRC"
"169","R-HSA-8939256","0.0361","0.996","3","6","0.4716","RUNX1 regulates transcription of genes involved in WNT signaling","ESR1::FOXP3::RSPO3"
"170","R-HSA-190242","0.0362","0.9914","5","16","0.4716","FGFR1 ligand binding and activation","FGF1::FGF2::FGF5::FGF20::KL"
"171","R-HSA-556833","0.0363","0.9716","111","728","0.4716","Metabolism of lipids","SLCO1B1::STARD10::SLC27A3::GLIPR1::CHAT::CYP4F8::CYP2U1::DEGS2::ACER1::CYP4F22::ENPP6::STARD4::STARD6::PNPLA5::PLB1::PPM1L::CYP1A2::CYP2E1::CYP4B1::CYP11A1::FAAH2::AWAT2::CYP24A1::CYP27A1::DBI::SPTSSB::FAAH::FABP4::FABP3::FABP5::FABP6::ACSL4::ALDH3B1::FHL2::PLA2R1::AKR1B1::GPD1L::PRKD3::ALOX15B::ALPI::PLA2G4F::OSBPL3::TIAM2::GGT1::ANKRD1::INPP5J::CPNE7::SLCO1B3::GPX1::GPX2::GSTM4::GRHL1::HMGCS2::HPGD::HSD3B1::ACADL::APOA1::APOA2::ARSI::ACER2::ARSH::PNPLA7::AGMO::LRP2::STS::ARSL::AKR1B15::NPAS2::HSD17B11::PIK3CD::PLA2G2A::PLA2G4A::PLA2G5::PLD1::PON3::ELOVL2::PLAAT2::SPTLC3::SMPD3::MTMR8::PRKD1::AGPAT4::PTGIS::PTGS2::BCHE::PLEKHA2::BDH1::ACOT6::PLA2G2F::SLCO1A2::ELOVL4::THRSP::FA2H::GDPD3::SCD5::MOGAT2::CUBN::SLC44A4::SGPP1::ACOX2::PIP5K1B::GPAT3::MFSD2A::AGPS::CAV1::PLPP1::HACD1::CPNE6::PCYT1B::PTGES::ARNT2"
"172","R-HSA-382551","0.0366","0.9714","111","723","0.4716","Transport of small molecules","ABCC4::SLC9A6::SLCO1B1::ADCY1::ADCY2::CFTR::ADCY7::CYGB::CLCN4::CLCNKB::ADD2::SLC9B2::TRPM6::SLC2A14::ATP8B3::SLC2A12::SLC5A8::TRPV3::SLC26A2::ANO5::DMTN::FKBP1B::ATP10B::ATP6V0D2::PCSK9::NALCN::GNG10::GNG11::GNGT2::SLCO3A1::SLCO1B3::UNC80::SLC9A9::MICU3::SLC40A1::HBA1::APOF::APOA1::APOA2::APOC1::ATP13A5::APOC4::APOE::NIPAL4::AQP1::AQP5::AQP9::KCNJ11::LIPC::ATP2A3::SLC22A17::PIP::FXYD1::FXYD3::PLTP::FXYD7::FXYD6::SLCO1C1::GNG2::SLC38A4::ANO1::SLC6A15::SLC47A1::MCOLN3::SLC22A15::APOBR::AZGP1::SLC7A10::TRPV5::PSMB8::RHBG::ATP8B2::ATP10D::SLC24A3::SLC12A5::TRPV4::SCNN1B::ABCG4::SGK1::SLC1A1::SLC1A3::SLC1A4::SLC2A3::WNK3::SLC6A11::SLC8A1::SLC9A2::SLC12A1::SLC15A1::SLC16A1::SLCO2A1::SLCO1A2::TRPC1::TRPC3::TRPC4::TRPM3::CUBN::SLC44A4::SLC2A10::CAMK2A::ABCC11::SLC4A4::SLC7A7::SLC16A3::SLC16A7::LIPG::TTYH2::ABCG2::ABCG1::CLCA2::ATP2C2"
"173","R-HSA-8857538","0.0366","0.9959","3","6","0.4716","PTK6 promotes HIF1A stabilization","LRRK2::HBEGF::EGFR"
"174","R-HSA-163125","0.0367","0.9811","17","88","0.4716","Post-translational modification- synthesis of GPI-anchored proteins","MSLN::CEACAM5::CEACAM7::NRN1L::CD109::CPM::RTN4RL1::RAET1L::ALPI::ALPG::NEGR1::LYPD5::RAET1G::PLAUR::THY1::XPNPEP2::RECK"
"175","R-HSA-1839122","0.0375","0.9931","4","11","0.4772","Signaling by activated point mutants of FGFR1","FGF1::FGF2::FGF5::FGF20"
"176","R-HSA-3772470","0.0377","0.9911","5","15","0.4772","Negative regulation of TCF-dependent signaling by WNT ligand antagonists","WIF1::DKK1::SOST::WNT4::SFRP1"
"177","R-HSA-6803157","0.0378","0.9812","15","91","0.4772","Antimicrobial peptides","PGLYRP2::BPIFA2::DEFB1::S100A7A::DEFB132::ART1::PI3::PLA2G2A::PRSS3::S100A7::S100A8::TLR1::TLR2::BPIFB2::CAMP"
"178","R-HSA-193681","0.038","0.9984","2","3","0.4772","Ceramide signalling","NGF::NGFR"
"179","R-HSA-2219528","0.0395","0.9783","20","101","0.4929","PI3K AKT Signaling in Cancer","AKT3::NRG3::HBEGF::EGFR::ESR1::FGF1::FGF2::FGF5::FYN::FGF20::NRG1::KIT::LCK::MET::PDGFRB::PIK3CD::RAC2::SRC::VAV1::KL"
"180","R-HSA-444473","0.0402","0.9949","3","7","0.4979","Formyl peptide receptors bind formyl peptides and many other ligands","FPR1::ANXA1::SAA1"
"181","R-HSA-190704","0.0405","0.9982","2","3","0.4979","Oligomerization of connexins into connexons","GJA1::GJB2"
"182","R-HSA-190827","0.0405","0.9982","2","3","0.4979","Transport of connexins along the secretory pathway","GJA1::GJB2"
"183","R-HSA-196807","0.0408","0.9855","8","31","0.4982","Nicotinate metabolism","PARP4::SLC5A8::NMNAT2::QPRT::NNMT::NT5E::PTGIS::PTGS2"
"184","R-HSA-2032785","0.0419","0.9898","5","15","0.5083","YAP1- and WWTR1 (TAZ)-stimulated gene expression","CCN2::WWTR1::GATA4::TEAD1::RUNX2"
"185","R-HSA-9018677","0.0421","0.9896","5","16","0.5083","Biosynthesis of DHA-derived SPMs","CYP1A2::CYP2E1::GSTM4::HPGD::PTGS2"
"186","R-HSA-112314","0.0428","0.972","36","203","0.5144","Neurotransmitter receptors and postsynaptic signal transmission","TUBB3::TUBB4A::ADCY1::ADCY2::ADCY7::GABBR1::GABRA1::GABRA2::GABRA3::GABRG3::RPS6KA6::GNG10::GNG11::GNGT2::GRIK3::GRIK4::GRIN1::GRIN2A::NRG1::TUBB2B::KCNJ2::KCNJ3::KCNJ4::KCNJ12::KCNJ15::KCNJ16::MAPT::GNG2::PRKCA::KIF17::SRC::TUBAL3::CAMK4::CAMK2A::TUBB6::LIN7A"
"187","R-HSA-140875","0.0439","0.987","6","22","0.5246","Common Pathway of Fibrin Clot Formation","PROCR::FGB::FGG::SERPINE2::PROS1::CD177"
"188","R-HSA-3560782","0.0462","0.9808","10","41","0.549","Diseases associated with glycosaminoglycan metabolism","KERA::VCAN::CSPG4::DCN::SLC26A2::EXT1::HSPG2::PRELP::BGN::CHST3"
"189","R-HSA-2980736","0.0466","0.9752","17","90","0.551","Peptide hormone metabolism","CPA3::CPE::DPP4::MYRIP::GATA4::ANPEP::INHBA::INHBB::ISL1::KIF5A::MME::PCSK2::BCHE::PLA2G7::INHBE::CGB5::CGB8"
"190","R-HSA-1482788","0.0473","0.984","7","27","0.556","Acyl chain remodelling of PC","PLB1::PLA2R1::PLA2G4F::PLA2G2A::PLA2G4A::PLA2G5::PLA2G2F"
"191","R-HSA-350864","0.0481","0.9977","2","3","0.5607","Regulation of thyroid hormone activity","DIO1::DIO2"
"192","R-HSA-2168880","0.0484","0.9898","4","13","0.5607","Scavenging of heme from plasma","HBA1::HPX::APOA1::LRP1"
"193","R-HSA-196108","0.0484","0.99","4","12","0.5607","Pregnenolone biosynthesis","STARD4::STARD6::CYP11A1::AKR1B1"
"194","R-HSA-430116","0.0488","0.9901","4","11","0.5623","GP1b-IX-V activation signalling","COL1A1::COL1A2::FLNA::SRC"
"195","R-HSA-2142688","0.0498","0.9927","3","8","0.5627","Synthesis of 5-eicosatetraenoic acids","GPX1::GPX2::PON3"
"196","R-HSA-1839130","0.0498","0.9896","4","12","0.5627","Signaling by activated point mutants of FGFR3","FGF1::FGF2::FGF5::FGF20"
"197","R-HSA-2033514","0.0498","0.9896","4","12","0.5627","FGFR3 mutant receptor activation","FGF1::FGF2::FGF5::FGF20"
"198","R-HSA-445144","0.0498","0.9849","6","21","0.5627","Signal transduction by L1","EGFR::ITGA5::ITGB1::ITGB3::L1CAM::NRP1"
"199","R-HSA-8963901","0.0503","0.9926","3","8","0.5629","Chylomicron remodeling","APOA1::APOA2::APOE"
"200","R-HSA-191650","0.0504","0.9975","2","3","0.5629","Regulation of gap junction activity","GJA1::SRC"
"201","R-HSA-1482801","0.0506","0.9844","6","22","0.5629","Acyl chain remodelling of PS","PLA2R1::PLA2G4F::PLA2G2A::PLA2G4A::PLA2G5::PLA2G2F"
"202","R-HSA-5635851","0.0509","0.9975","2","3","0.5629","GLI proteins bind promoters of Hh responsive genes to promote transcription","GLI2::GLI3"
"203","R-HSA-8964043","0.0524","0.9802","8","33","0.5768","Plasma lipoprotein clearance","PCSK9::APOA1::APOC1::APOC4::APOE::LIPC::APOBR::CUBN"
"204","R-HSA-6814848","0.0533","0.9924","3","7","0.5834","Glycerophospholipid catabolism","ENPP6::PNPLA7::GDPD3"
"205","R-HSA-977606","0.0536","0.9768","10","46","0.5834","Regulation of Complement cascade","CFHR3::CR2::C5AR2::CFH::PROS1::SERPING1::C1R::C3::C4BPB::VTN"
"206","R-HSA-190373","0.0538","0.9885","4","12","0.5834","FGFR1c ligand binding and activation","FGF1::FGF2::FGF5::FGF20"
"207","R-HSA-8963898","0.0541","0.9853","5","18","0.5846","Plasma lipoprotein assembly","APOA1::APOA2::APOC1::APOC4::APOE"
"208","R-HSA-3642278","0.0548","0.9971","2","3","0.5862","Loss of Function of TGFBR2 in Cancer","TGFB1::TGFBR2"
"209","R-HSA-3645790","0.0548","0.9971","2","3","0.5862","TGFBR2 Kinase Domain Mutants in Cancer","TGFB1::TGFBR2"
"210","R-HSA-844455","0.0559","0.997","2","3","0.5948","The NLRP1 inflammasome","NLRP1::BCL2"
"211","R-HSA-428359","0.0564","0.997","2","3","0.5979","Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs IMPs VICKZs) bind RNA","IGF2BP3::IGF2BP2"
"212","R-HSA-5576894","0.0573","0.9916","3","7","0.6038","Phase 1 - inactivation of fast Na+ channels","KCNIP3::KCNIP1::KCND3"
"213","R-HSA-1482839","0.0583","0.9791","7","29","0.6118","Acyl chain remodelling of PE","PLA2R1::PLA2G4F::PLA2G2A::PLA2G4A::PLA2G5::PLAAT2::PLA2G2F"
"214","R-HSA-400042","0.0586","0.9791","7","28","0.6118","Adrenaline,noradrenaline inhibits insulin secretion","ADRA2A::ADRA2C::GNG10::GNG11::GNGT2::GNG2::CACNA1D"
"215","R-HSA-417957","0.0591","0.9869","4","12","0.6148","P2Y receptors","LPAR6::P2RY10::GPR17::P2RY2"
"216","R-HSA-8866907","0.0597","0.9867","4","12","0.6173","Activation of the TFAP2 (AP-2) family of transcription factors","CITED4::CITED1::TFAP2B::TFAP2C"
"217","R-HSA-5578768","0.0603","0.9866","4","12","0.6206","Physiological factors","WWTR1::GATA4::NPR1::NPR2"
"218","R-HSA-190375","0.0609","0.9861","4","13","0.6244","FGFR2c ligand binding and activation","FGF1::FGF2::FGF5::FGF20"
"219","R-HSA-211979","0.062","0.986","4","12","0.6317","Eicosanoids","CYP4F8::CYP4F22::CYP4B1::PTGIS"
"220","R-HSA-428157","0.0622","0.9657","17","88","0.6317","Sphingolipid metabolism","DEGS2::ACER1::PPM1L::SPTSSB::ALDH3B1::PRKD3::ARSI::ACER2::ARSH::STS::ARSL::SPTLC3::SMPD3::PRKD1::FA2H::SGPP1::PLPP1"
"221","R-HSA-211958","0.0629","0.9857","4","12","0.6345","Miscellaneous substrates","CYP2U1::CYP4F22::CYP4B1::CYP2S1"
"222","R-HSA-9018678","0.063","0.9821","5","18","0.6345","Biosynthesis of specialized proresolving mediators (SPMs)","CYP1A2::CYP2E1::GSTM4::HPGD::PTGS2"
"223","R-HSA-390522","0.0641","0.9744","8","36","0.6405","Striated Muscle Contraction","TMOD2::MYL2::MYL3::MYL4::TNNC1::TNNT1::TPM2::VIM"
"224","R-HSA-445095","0.0643","0.9748","8","31","0.6405","Interaction between L1 and Ankyrins","ANK2::KCNQ3::L1CAM::SCN1B::SCN2A::SCN3A::SCN5A::SCN9A"
"225","R-HSA-1236394","0.0646","0.9687","12","57","0.6405","Signaling by ERBB4","NRG3::HBEGF::EGFR::ESR1::GABRA1::GABRG3::NRG1::APOE::PGR::CXCL12::SPARC::SRC"
"226","R-HSA-163560","0.0648","0.9785","6","24","0.6405","Triglyceride catabolism","PNPLA5::FABP4::FABP3::FABP5::FABP6::CAV1"
"227","R-HSA-9032500","0.0651","0.9899","3","7","0.6405","Activated NTRK2 signals through FYN","FYN::BDNF::SRC"
"228","R-HSA-190239","0.0659","0.9845","4","13","0.6428","FGFR3 ligand binding and activation","FGF1::FGF2::FGF5::FGF20"
"229","R-HSA-190372","0.0659","0.9845","4","13","0.6428","FGFR3c ligand binding and activation","FGF1::FGF2::FGF5::FGF20"
"230","R-HSA-9009391","0.0664","0.9646","15","77","0.6432","Extra-nuclear estrogen signaling","AKT3::HBEGF::EGFR::ESR1::GNG10::GNG11::GNGT2::HSPB1::MMP2::MMP9::GNG2::BCL2::SRC::CAV1::CAV2"
"231","R-HSA-5423646","0.0665","0.9806","5","19","0.6432","Aflatoxin activation and detoxification","GGT6::CYP1A2::AKR7A3::GGT1::MGST1"
"232","R-HSA-8851680","0.067","0.9845","4","12","0.6442","Butyrophilin (BTN) family interactions","BTN2A2::BTNL9::BTN1A1::XDH"
"233","R-HSA-114604","0.0672","0.9731","8","34","0.6442","GPVI-mediated activation cascade","PDPN::COL1A1::COL1A2::FYN::LCK::LYN::RAC2::VAV1"
"234","R-HSA-5654227","0.068","0.9839","4","13","0.6477","Phospholipase C-mediated cascade; FGFR3","FGF1::FGF2::FGF5::FGF20"
"235","R-HSA-936837","0.0681","0.9667","12","57","0.6477","Ion transport by P-type ATPases","ATP8B3::ATP10B::ATP13A5::ATP2A3::FXYD1::FXYD3::FXYD7::FXYD6::ATP8B2::ATP10D::CAMK2A::ATP2C2"
"236","R-HSA-437239","0.0696","0.9685","10","46","0.6587","Recycling pathway of L1","TUBB3::TUBB4A::DNM1::RPS6KA6::TUBB2B::L1CAM::MSN::SRC::TUBAL3::TUBB6"
"237","R-HSA-8986944","0.0708","0.964","13","62","0.659","Transcriptional Regulation by MECP2","FOXG1::GAD1::GRIN2A::MEF2C::MET::PVALB::BDNF::SGK1::SLC2A3::SOX2::TRPC3::CAMK4::CAMK2A"
"238","R-HSA-8963888","0.0708","0.9874","3","9","0.659","Chylomicron assembly","APOA1::APOA2::APOE"
"239","R-HSA-975634","0.0708","0.9693","9","42","0.659","Retinoid metabolism and transport","PLB1::HSPG2::APOA1::APOA2::APOE::LRP1::LRP2::AKR1B10::RBP1"
"240","R-HSA-9007892","0.071","0.994","2","4","0.659","Interleukin-38 signaling","IL1RAPL1::IL1RL2"
"241","R-HSA-1663150","0.0711","0.9829","4","13","0.659","The activation of arylsulfatases","ARSI::ARSH::STS::ARSL"
"242","R-HSA-1793185","0.0716","0.966","11","50","0.6609","Chondroitin sulfate dermatan sulfate metabolism","VCAN::CSPG4::DCN::CHST13::DSE::HSPG2::CHSY3::CHST7::BGN::DSEL::CHST3"
"243","R-HSA-209563","0.0744","0.9936","2","4","0.6841","Axonal growth stimulation","NGF::NGFR"
"244","R-HSA-190241","0.0758","0.9768","5","20","0.6945","FGFR2 ligand binding and activation","FGF1::FGF2::FGF5::FGF20::FGFBP1"
"245","R-HSA-5683826","0.0767","0.9706","7","30","0.6994","Surfactant metabolism","ADORA2B::CSF2RA::ADRA2A::ADRA2C::SFTA3::P2RY2::ZDHHC2"
"246","R-HSA-204998","0.0775","0.9578","15","75","0.7045","Cell death signalling via NRAGE, NRIF and NADE","ARHGEF33::FGD2::TIAM2::BEX3::MCF2::ARHGEF35::NGF::NGFR::ARHGEF4::ARHGEF38::PREX1::PLEKHG2::TIAM1::VAV1::KALRN"
"247","R-HSA-983189","0.0818","0.9586","12","58","0.7401","Kinesins","TUBB3::TUBB4A::KLC3::KIF26A::TUBB2B::KIF3C::KIF5A::KIF1A::KIF26B::TUBAL3::TUBB6::KIFC2"
"248","R-HSA-8847993","0.0826","0.979","4","13","0.7433","ERBB2 Activates PTK6 Signaling","NRG3::HBEGF::EGFR::NRG1"
"249","R-HSA-8951671","0.0829","0.9849","3","8","0.7433","RUNX3 regulates YAP1-mediated transcription","CCN2::WWTR1::TEAD1"
"250","R-HSA-446353","0.0833","0.9743","5","18","0.7433","Cell-extracellular matrix interactions","FLNA::FLNC::ITGB1::FBLIM1::LIMS2"
"251","R-HSA-174824","0.0835","0.9561","13","68","0.7433","Plasma lipoprotein assembly, remodeling, and clearance","PCSK9::APOF::APOA1::APOA2::APOC1::APOC4::APOE::LIPC::PLTP::APOBR::CUBN::LIPG::ABCG1"
"252","R-HSA-71240","0.0849","0.9779","4","14","0.7527","Tryptophan catabolism","ACMSD::IDO1::KMO::KYNU"
"253","R-HSA-8979227","0.0862","0.9633","8","37","0.7586","Triglyceride metabolism","PNPLA5::FABP4::FABP3::FABP5::FABP6::AGMO::MOGAT2::CAV1"
"254","R-HSA-420092","0.0862","0.9656","7","33","0.7586","Glucagon-type ligand receptors","ADCYAP1::GNG10::GNG11::GNGT2::GNG2::VIPR1::GLP2R"
"255","R-HSA-3656535","0.0877","0.9916","2","4","0.7684","TGFBR1 LBD Mutants in Cancer","TGFB1::TGFBR2"
"256","R-HSA-8866906","0.0893","0.9914","2","4","0.7772","TFAP2 (AP-2) family regulates transcription of other transcription factors","PITX2::TFAP2C"
"257","R-HSA-390650","0.0894","0.9914","2","4","0.7772","Histamine receptors","HRH3::HRH1"
"258","R-HSA-9026527","0.0901","0.9913","2","4","0.7805","Activated NTRK2 signals through PLCG1","NTF4::BDNF"
"259","R-HSA-159763","0.0905","0.9822","3","9","0.7812","Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus","F7::GAS6::PROS1"
"260","R-HSA-6794362","0.0931","0.9457","17","87","0.799","Protein-protein interactions at synapses","IL1RAPL1::SLITRK4::SYT9::EPB41L2::NLGN1::SLITRK5::GRIN1::GRIN2A::LRRTM1::LRRTM3::IL1RAP::LRFN2::DLGAP3::PPFIBP2::SHANK3::LIN7A::SYT12"
"261","R-HSA-6802948","0.0937","0.9594","8","36","0.799","Signaling by high-kinase activity BRAF mutants","FGB::FGG::CNKSR2::FN1::ITGB3::ARRB1::APBB1IP::SRC"
"262","R-HSA-1502540","0.0939","0.975","4","13","0.799","Signaling by Activin","FSTL3::FST::INHBA::INHBB"
"263","R-HSA-1296025","0.094","0.9906","2","4","0.799","ATP sensitive Potassium channels","KCNJ8::KCNJ11"
"264","R-HSA-197264","0.0976","0.968","5","19","0.8263","Nicotinamide salvaging","PARP4::SLC5A8::NNMT::PTGIS::PTGS2"
"265","R-HSA-194306","0.1004","0.9896","2","4","0.8467","Neurophilin interactions with VEGF and VEGFR","NRP2::NRP1"
"266","R-HSA-389977","0.1008","0.9662","5","21","0.8467","Post-chaperonin tubulin folding pathway","TUBB3::TUBB4A::TUBB2B::TUBAL3::TUBB6"
"267","R-HSA-196071","0.1048","0.956","7","34","0.8773","Metabolism of steroid hormones","STARD4::STARD6::CYP11A1::AKR1B1::HSD3B1::AKR1B15::HSD17B11"
"268","R-HSA-3238698","0.1062","0.9594","6","26","0.8829","WNT ligand biogenesis and trafficking","WNT16::WNT4::WNT6::WNT7A::WNT10A::WNT5B"
"269","R-HSA-2024101","0.1065","0.9699","4","14","0.8829","CS DS degradation","VCAN::CSPG4::DCN::BGN"
"270","R-HSA-8963684","0.1072","0.9867","2","5","0.8829","Tyrosine catabolism","HGD::TAT"
"271","R-HSA-399997","0.1075","0.9771","3","9","0.8829","Acetylcholine regulates insulin secretion","GNA15::PRKCA::GNA14"
"272","R-HSA-425986","0.108","0.977","3","9","0.8829","Sodium Proton exchangers","SLC9A6::SLC9A9::SLC9A2"
"273","R-HSA-6806667","0.1083","0.9483","9","46","0.8829","Metabolism of fat-soluble vitamins","PLB1::HSPG2::APOA1::APOA2::APOE::LRP1::LRP2::AKR1B10::RBP1"
"274","R-HSA-500657","0.1086","0.9627","5","21","0.8829","Presynaptic function of Kainate receptors","GNG10::GNG11::GNGT2::GRIK3::GNG2"
"275","R-HSA-2179392","0.109","0.9767","3","9","0.8829","EGFR Transactivation by Gastrin","HBEGF::EGFR::PRKCA"
"276","R-HSA-198933","0.1101","0.9307","20","124","0.8829","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","COL1A1::COL1A2::COL3A1::COL17A1::RAET1E::HLA-B::ICAM1::ITGA4::ITGB1::ITGB2::KLRD1::CD200::SLAMF7::PVR::ICAM5::C3::ULBP3::CD8B::CD22::CD40"
