"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"1063","R-HSA-174154","0.6735","0.5216","4","66","1","APC C-Cdc20 mediated degradation of Securin","CDC26::ANAPC11::PSMD4::UBB"
"1064","R-HSA-4420097","0.6736","0.4855","6","98","1","VEGFA-VEGFR2 Pathway","WASF3::CRK::CTNNA1::PRKACG::MAPK11::WASF1"
"1065","R-HSA-5607764","0.6736","0.4855","6","98","1","CLEC7A (Dectin-1) signaling","TAB2::NFATC1::NFKB2::PSMD4::RELB::UBB"
"1066","R-HSA-15869","0.6736","0.4855","6","98","1","Metabolism of nucleotides","ADSS2::NT5C2::SAMHD1::HPRT1::ENTPD8::CTPS2"
"1067","R-HSA-69275","0.6759","0.4362","12","192","1","G2 M Transition","TUBA1B::TUBA3E::DYNC1I2::PHLDA1::FOXM1::PPP2CA::PPP2R1A::HAUS7::PSMD4::UBB::CEP78::CEP135"
"1068","R-HSA-5620920","0.6774","0.547","3","50","1","Cargo trafficking to the periciliary membrane","PKD1::EXOC4::BBIP1"
"1069","R-HSA-1660516","0.6801","0.6981","1","16","1","Synthesis of PIPs at the early endosome membrane","MTMR4"
"1070","R-HSA-1433559","0.6801","0.6981","1","16","1","Regulation of KIT signaling","GRB2"
"1071","R-HSA-2730905","0.6801","0.6981","1","16","1","Role of LAT2 NTAL LAB on calcium mobilization","GRB2"
"1072","R-HSA-418457","0.6801","0.6981","1","16","1","cGMP effects","KCNMA1"
"1073","R-HSA-156711","0.6801","0.6981","1","16","1","Polo-like kinase mediated events","FOXM1"
"1074","R-HSA-204174","0.6801","0.6981","1","16","1","Regulation of pyruvate dehydrogenase (PDH) complex","PDHB"
"1075","R-HSA-391160","0.6801","0.6981","1","16","1","Signal regulatory protein family interactions","GRB2"
"1076","R-HSA-3322077","0.6801","0.6981","1","16","1","Glycogen synthesis","UBB"
"1077","R-HSA-193639","0.6801","0.6981","1","16","1","p75NTR signals via NF-kB","UBB"
"1078","R-HSA-3229121","0.6801","0.6981","1","16","1","Glycogen storage diseases","UBB"
"1079","R-HSA-205043","0.6801","0.6981","1","16","1","NRIF signals cell death from the nucleus","UBB"
"1080","R-HSA-190242","0.6801","0.6981","1","16","1","FGFR1 ligand binding and activation","FGF17"
"1081","R-HSA-5654219","0.6801","0.6981","1","16","1","Phospholipase C-mediated cascade- FGFR1","FGF17"
"1082","R-HSA-110312","0.6801","0.6981","1","16","1","Translesion synthesis by REV1","UBB"
"1083","R-HSA-2559584","0.6801","0.6981","1","16","1","Formation of Senescence-Associated Heterochromatin Foci (SAHF)","H1-2"
"1084","R-HSA-5685942","0.6851","0.5082","4","67","1","HDR through Homologous Recombination (HRR)","CHEK1::RAD51B::UBB::EXO1"
"1085","R-HSA-68867","0.6851","0.5082","4","67","1","Assembly of the pre-replicative complex","MCM2::PSMD4::UBB::CDC6"
"1086","R-HSA-5658442","0.6851","0.5082","4","67","1","Regulation of RAS by GAPs","RASA3::SPRED3::PSMD4::UBB"
"1087","R-HSA-4791275","0.6886","0.5832","2","34","1","Signaling by WNT in cancer","PPP2CA::PPP2R1A"
"1088","R-HSA-5693537","0.6886","0.5832","2","34","1","Resolution of D-Loop Structures","RAD51B::EXO1"
"1089","R-HSA-9615710","0.6886","0.5832","2","34","1","Microautophagy","CHMP2A::UBB"
"1090","R-HSA-196071","0.6886","0.5832","2","34","1","Metabolism of steroid hormones","AKR1B1::LHB"
"1091","R-HSA-453274","0.6896","0.4209","12","194","1","Mitotic G2-G2 M phases","TUBA1B::TUBA3E::DYNC1I2::PHLDA1::FOXM1::PPP2CA::PPP2R1A::HAUS7::PSMD4::UBB::CEP78::CEP135"
"1092","R-HSA-8866654","0.6905","0.5316","3","51","1","E3 ubiquitin ligases ubiquitinate target proteins","PEX2::HLTF::UBB"
"1093","R-HSA-180534","0.6905","0.5316","3","51","1","Vpu mediated degradation of CD4","PSMD4::UBB::CD4"
"1094","R-HSA-69601","0.6905","0.5316","3","51","1","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","CHEK1::PSMD4::UBB"
"1095","R-HSA-69610","0.6905","0.5316","3","51","1","p53-Independent DNA Damage Response","CHEK1::PSMD4::UBB"
"1096","R-HSA-69613","0.6905","0.5316","3","51","1","p53-Independent G1 S DNA damage checkpoint","CHEK1::PSMD4::UBB"
"1097","R-HSA-9020702","0.6926","0.4637","6","100","1","Interleukin-1 signaling","TAB2::NKIRAS2::NFKB2::PSMD4::PELI2::UBB"
"1098","R-HSA-5632684","0.6934","0.4779","5","84","1","Hedgehog 'on' state","GAS1::GLI1::PSMD4::UBB::NUMB"
"1099","R-HSA-69002","0.6934","0.4779","5","84","1","DNA Replication Pre-Initiation","POLA2::MCM2::PSMD4::UBB::CDC6"
"1100","R-HSA-162906","0.696","0.4055","14","226","1","HIV Infection","PSIP1::AP1S3::NEDD4L::CHMP2A::NUP88::FURIN::POLR2I::POLR2L::NUP133::PSMD4::UBB::CCNK::CD4::NUP58"
"1101","R-HSA-8948751","0.6963","0.4949","4","68","1","Regulation of PTEN stability and activity","OTUD3::PSMD4::UBB::RNF146"
"1102","R-HSA-73884","0.6963","0.4949","4","68","1","Base Excision Repair","SMUG1::ACD::H2AC18::MBD4"
"1103","R-HSA-164378","0.7022","0.6721","1","17","1","PKA activation in glucagon signalling","PRKACG"
"1104","R-HSA-180292","0.7022","0.6721","1","17","1","GAB1 signalosome","GRB2"
"1105","R-HSA-416993","0.7022","0.6721","1","17","1","Trafficking of GluR2-containing AMPA receptors","GRIP1"
"1106","R-HSA-435354","0.7022","0.6721","1","17","1","Zinc transporters","SLC30A1"
"1107","R-HSA-202131","0.7022","0.6721","1","17","1","Metabolism of nitric oxide- eNOS activation and regulation","NOSIP"
"1108","R-HSA-8963889","0.7022","0.6721","1","17","1","Assembly of active LPL and LIPC lipase complexes","FURIN"
"1109","R-HSA-5656121","0.7022","0.6721","1","17","1","Translesion synthesis by POLI","UBB"
"1110","R-HSA-5676594","0.7022","0.6721","1","17","1","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","TNFRSF13C"
"1111","R-HSA-5655862","0.7022","0.6721","1","17","1","Translesion synthesis by POLK","UBB"
"1112","R-HSA-2033519","0.7022","0.6721","1","17","1","Activated point mutants of FGFR2","FGF17"
"1113","R-HSA-74259","0.7022","0.6721","1","17","1","Purine catabolism","NT5C2"
"1114","R-HSA-76005","0.7023","0.4313","8","133","1","Response to elevated platelet cytosolic Ca2+","SCG3::CYB5R1::PPBP::SRGN::RAB27B::TGFB3::MANF::PHACTR2"
"1115","R-HSA-8953897","0.7024","0.3678","29","457","1","Cellular responses to external stimuli","RRAGB::CITED2::TUBA1B::DCTN6::TUBA3E::DYNC1I2::FLCN::FKBP4::TNRC6B::FOS::CDC26::GPX6::H1-2::NUDT2::LAMTOR4::NUP88::ANAPC11::NUP133::ACTR10::MAPK11::PSMD4::TNRC6C::ACD::UBB::NOX5::H2AC18::H3C12::MT4::NUP58"
"1116","R-HSA-2980766","0.7032","0.5163","3","52","1","Nuclear Envelope Breakdown","NUP88::NUP133::NUP58"
"1117","R-HSA-2029480","0.7033","0.4661","5","85","1","Fcgamma receptor (FCGR) dependent phagocytosis","WASF3::CRK::GRB2::PRKCE::WASF1"
"1118","R-HSA-174143","0.7033","0.4661","5","85","1","APC C-mediated degradation of cell cycle proteins","CDC26::ANAPC11::PSMD4::UBB::CDC14A"
"1119","R-HSA-453276","0.7033","0.4661","5","85","1","Regulation of mitotic cell cycle","CDC26::ANAPC11::PSMD4::UBB::CDC14A"
"1120","R-HSA-432720","0.704","0.5645","2","35","1","Lysosome Vesicle Biogenesis","AP1S3::CHMP2A"
"1121","R-HSA-5625886","0.704","0.5645","2","35","1","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","H2AC18::H3C12"
"1122","R-HSA-2262752","0.7078","0.3631","28","443","1","Cellular responses to stress","RRAGB::CITED2::TUBA1B::DCTN6::TUBA3E::DYNC1I2::FLCN::FKBP4::TNRC6B::FOS::CDC26::GPX6::H1-2::NUDT2::LAMTOR4::NUP88::ANAPC11::NUP133::ACTR10::MAPK11::PSMD4::TNRC6C::ACD::UBB::NOX5::H2AC18::H3C12::NUP58"
"1123","R-HSA-69239","0.71","0.4317","7","118","1","Synthesis of DNA","POLA2::CDC26::MCM2::ANAPC11::PSMD4::UBB::CDC6"
"1124","R-HSA-1500620","0.7131","0.4545","5","86","1","Meiosis","MSH5::ACD::SYCP1::H2AC18::H3C12"
"1125","R-HSA-6781823","0.7154","0.5012","3","53","1","Formation of TC-NER Pre-Incision Complex","POLR2I::POLR2L::UBB"
"1126","R-HSA-5617833","0.7161","0.3908","12","198","1","Cilium Assembly","TUBA1B::TUBA3E::DYNC1I2::DYNC2LI1::PKD1::PPP2R1A::HAUS7::EXOC4::DYNLRB1::CEP78::BBIP1::CEP135"
"1127","R-HSA-68949","0.7179","0.4687","4","70","1","Orc1 removal from chromatin","MCM2::PSMD4::UBB::CDC6"
"1128","R-HSA-5689896","0.7187","0.5461","2","36","1","Ovarian tumor domain proteases","OTUD3::UBB"
"1129","R-HSA-390522","0.7187","0.5461","2","36","1","Striated Muscle Contraction","ACTA1::TNNT3"
"1130","R-HSA-427359","0.7187","0.5461","2","36","1","SIRT1 negatively regulates rRNA expression","H2AC18::H3C12"
"1131","R-HSA-5635838","0.7227","0.6463","1","18","1","Activation of SMO","GAS1"
"1132","R-HSA-1369062","0.7227","0.6463","1","18","1","ABC transporters in lipid homeostasis","ABCG1"
"1133","R-HSA-181430","0.7227","0.6463","1","18","1","Norepinephrine Neurotransmitter Release Cycle","CPLX1"
"1134","R-HSA-446353","0.7227","0.6463","1","18","1","Cell-extracellular matrix interactions","RSU1"
"1135","R-HSA-881907","0.7227","0.6463","1","18","1","Gastrin-CREB signalling pathway via PKC and MAPK","GRB2"
"1136","R-HSA-111471","0.7227","0.6463","1","18","1","Apoptotic factor-mediated response","C1QBP"
"1137","R-HSA-8963898","0.7227","0.6463","1","18","1","Plasma lipoprotein assembly","PRKACG"
"1138","R-HSA-5654221","0.7227","0.6463","1","18","1","Phospholipase C-mediated cascade; FGFR2","FGF17"
"1139","R-HSA-163210","0.7227","0.6463","1","18","1","Formation of ATP by chemiosmotic coupling","ATP5F1A"
"1140","R-HSA-1266738","0.7249","0.3204","68","1051","1","Developmental Biology","RANBP9::CDK5::TUBA1B::DPYSL4::RNPS1::TUBA3E::CTNNA1::DAG1::DCX::EGR2::EPHB6::ABLIM3::NCOA6::FOXO3::FLI1::ARHGEF12::RPL13A::NR5A2::RPL36::LCE2B::GRB2::SH3KBP1::FOXA2::HNF4G::HOXB4::LCE3B::INSM1::KRT15::KRTAP26-1::LAMB1::NKX6-1::FURIN::MED15::PKNOX1::PKP2::POLR2I::POLR2L::PPL::DPPA4::PRKACG::MAPK11::RELN::LHX9::PSMD4::PTPRC::RARA::NTN4::RPS5::RPS21::SCN5A::SCN7A::PERP::SPINK9::TBL1X::UBB::MYH14::H2AC18::H3C12::KRTAP9-2::ABLIM2::NUMB::LDB1::MED23::MED20::TGS1::EIF4A3::ARHGEF11::MAFB"
"1141","R-HSA-9639288","0.7273","0.4863","3","54","1","Amino acids regulate mTORC1","RRAGB::FLCN::LAMTOR4"
"1142","R-HSA-5620924","0.7273","0.4863","3","54","1","Intraflagellar transport","TUBA1B::DYNC2LI1::DYNLRB1"
"1143","R-HSA-4641257","0.7273","0.4863","3","54","1","Degradation of AXIN","PSMD4::UBB::RNF146"
"1144","R-HSA-912446","0.7273","0.4863","3","54","1","Meiotic recombination","MSH5::H2AC18::H3C12"
"1145","R-HSA-211945","0.7282","0.4214","6","104","1","Phase I - Functionalization of compounds","ADH1B::CYP1B1::CYP2F1::CYP4F3::PTGS1::CYP3A43"
"1146","R-HSA-174184","0.7283","0.4559","4","71","1","Cdc20-Phospho-APC C mediated degradation of Cyclin A","CDC26::ANAPC11::PSMD4::UBB"
"1147","R-HSA-174178","0.7283","0.4559","4","71","1","APC C-Cdh1 mediated degradation of Cdc20 and other APC C-Cdh1 targeted proteins in late mitosis early G1","CDC26::ANAPC11::PSMD4::UBB"
"1148","R-HSA-76009","0.7328","0.5279","2","37","1","Platelet Aggregation (Plug Formation)","CRK::GRB2"
"1149","R-HSA-5685938","0.7328","0.5279","2","37","1","HDR through Single Strand Annealing (SSA)","ERCC4::EXO1"
"1150","R-HSA-8979227","0.7328","0.5279","2","37","1","Triglyceride metabolism","ABHD5::PRKACG"
"1151","R-HSA-179419","0.7384","0.4432","4","72","1","APC-Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","CDC26::ANAPC11::PSMD4::UBB"
"1152","R-HSA-1638091","0.7388","0.4716","3","55","1","Heparan sulfate heparin (HS-GAG) metabolism","SLC35D2::XYLT2::HS3ST3B1"
"1153","R-HSA-977443","0.7388","0.4716","3","55","1","GABA receptor activation","ARHGEF9::GNG5::GNG7"
"1154","R-HSA-1221632","0.7388","0.4716","3","55","1","Meiotic synapsis","ACD::SYCP1::H2AC18"
"1155","R-HSA-73887","0.7404","0.3862","8","138","1","Death Receptor Signalling","TAB2::ARHGEF9::ARHGEF12::ARHGEF16::UBB::LINGO1::TNFSF10::ARHGEF11"
"1156","R-HSA-9607240","0.7413","0.3475","16","265","1","FLT3 Signaling","RANBP9::CSF2RB::NRG4::RASA3::GRB2::JAK1::SPRED3::MARK3::PDGFRA::PPP2CA::PPP2R1A::PPP5C::PSMD4::TEK::UBB::FGF17"
"1157","R-HSA-3928664","0.7417","0.621","1","19","1","Ephrin signaling","EPHB6"
"1158","R-HSA-163615","0.7417","0.621","1","19","1","PKA activation","PRKACG"
"1159","R-HSA-197264","0.7417","0.621","1","19","1","Nicotinamide salvaging","PARP16"
"1160","R-HSA-416700","0.7417","0.621","1","19","1","Other semaphorin interactions","PTPRC"
"1161","R-HSA-8964038","0.7417","0.621","1","19","1","LDL clearance","PCSK9"
"1162","R-HSA-622312","0.7417","0.621","1","19","1","Inflammasomes","NFKB2"
"1163","R-HSA-1362277","0.7417","0.621","1","19","1","Transcription of E2F targets under negative control by DREAM complex","CDC6"
"1164","R-HSA-6804760","0.7417","0.621","1","19","1","Regulation of TP53 Activity through Methylation","UBB"
"1165","R-HSA-3000480","0.7417","0.621","1","19","1","Scavenging by Class A Receptors","MARCO"
"1166","R-HSA-8876725","0.7417","0.621","1","19","1","Protein methylation","METTL21A"
"1167","R-HSA-110320","0.7417","0.621","1","19","1","Translesion Synthesis by POLH","UBB"
"1168","R-HSA-5686938","0.7417","0.621","1","19","1","Regulation of TLR by endogenous ligand","CD14"
"1169","R-HSA-422085","0.7417","0.621","1","19","1","Synthesis, secretion, and deacylation of Ghrelin","SEC11A"
"1170","R-HSA-194138","0.7449","0.4009","6","106","1","Signaling by VEGF","WASF3::CRK::CTNNA1::PRKACG::MAPK11::WASF1"
"1171","R-HSA-2129379","0.7462","0.5099","2","38","1","Molecules associated with elastic fibres","FBN1::TGFB3"
"1172","R-HSA-8950505","0.7462","0.5099","2","38","1","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation","HNRNPF::MTAP"
"1173","R-HSA-5663205","0.7467","0.3265","23","375","1","Infectious disease","PSIP1::AP1S3::NEDD4L::RPL13A::RPL36::CHMP2A::GRB2::SH3KBP1::NUP88::FURIN::POLR2I::POLR2L::NUP133::PSMD4::RPS5::RPS21::UBB::CBLL1::CANX::CCNK::CD4::NUP58::SV2A"
"1174","R-HSA-72187","0.7499","0.4572","3","56","1","mRNA 3'-end processing","RNPS1::U2AF1::EIF4A3"
"1175","R-HSA-2559586","0.7499","0.4572","3","56","1","DNA Damage Telomere Stress Induced Senescence","H1-2::ACD::H2AC18"
"1176","R-HSA-72306","0.753","0.3909","6","107","1","tRNA processing","ZBTB8OS::NUP88::PUS7::NUP133::THADA::NUP58"
"1177","R-HSA-422475","0.7539","0.3057","34","546","1","Axon guidance","RANBP9::CDK5::TUBA1B::DPYSL4::RNPS1::TUBA3E::DAG1::DCX::EPHB6::ABLIM3::ARHGEF12::RPL13A::RPL36::GRB2::SH3KBP1::LAMB1::PRKACG::MAPK11::RELN::LHX9::PSMD4::PTPRC::NTN4::RPS5::RPS21::SCN5A::SCN7A::UBB::MYH14::ABLIM2::NUMB::LDB1::EIF4A3::ARHGEF11"
"1178","R-HSA-5250913","0.7577","0.4184","4","74","1","Positive epigenetic regulation of rRNA expression","POLR2L::H2AC18::H3C12::MTA2"
"1179","R-HSA-176409","0.7577","0.4184","4","74","1","APC C-Cdc20 mediated degradation of mitotic proteins","CDC26::ANAPC11::PSMD4::UBB"
"1180","R-HSA-4086400","0.7584","0.3983","5","91","1","PCP CE pathway","DAAM1::PARD6A::PSMD4::VANGL2::UBB"
"1181","R-HSA-977444","0.7591","0.4923","2","39","1","GABA B receptor activation","GNG5::GNG7"
"1182","R-HSA-991365","0.7591","0.4923","2","39","1","Activation of GABAB receptors","GNG5::GNG7"
"1183","R-HSA-73933","0.7591","0.4923","2","39","1","Resolution of Abasic Sites (AP sites)","SMUG1::MBD4"
"1184","R-HSA-388844","0.7595","0.596","1","20","1","Receptor-type tyrosine-protein phosphatases","SLITRK5"
"1185","R-HSA-2028269","0.7595","0.596","1","20","1","Signaling by Hippo","MOB1A"
"1186","R-HSA-2142691","0.7595","0.596","1","20","1","Synthesis of Leukotrienes (LT) and Eoxins (EX)","CYP4F3"
"1187","R-HSA-5625900","0.7595","0.596","1","20","1","RHO GTPases activate CIT","MYH14"
"1188","R-HSA-9603798","0.7595","0.596","1","20","1","Class I peroxisomal membrane protein import","PEX2"
"1189","R-HSA-5627117","0.7595","0.596","1","20","1","RHO GTPases Activate ROCKs","MYH14"
"1190","R-HSA-69186","0.7595","0.596","1","20","1","Lagging Strand Synthesis","POLA2"
"1191","R-HSA-190241","0.7595","0.596","1","20","1","FGFR2 ligand binding and activation","FGF17"
"1192","R-HSA-381426","0.7644","0.3657","7","125","1","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","FBN1::PCSK9::SCG3::CCN1::MIA3::LAMB1::LAMB2"
"1193","R-HSA-983169","0.7667","0.3053","22","364","1","Class I MHC mediated antigen processing & presentation","TRIM9::FBXL14::NEDD4L::CDC26::WSB1::FBXL22::ANAPC11::RNF114::TRIM39::PSMD4::RBBP6::FBXW4::UBB::UBA1::UBA7::UBE2G2::CANX::KLHL22::SPSB4::CD14::SEC24C::SEC24D"
"1194","R-HSA-202424","0.7668","0.3875","5","92","1","Downstream TCR signaling","TAB2::HLA-DQB2::PSMD4::UBB::CD4"
"1195","R-HSA-156842","0.7668","0.3875","5","92","1","Eukaryotic Translation Elongation","EEF1D::RPL13A::RPL36::RPS5::RPS21"
"1196","R-HSA-2219530","0.7669","0.4063","4","75","1","Constitutive Signaling by Aberrant PI3K in Cancer","NRG4::GRB2::PDGFRA::FGF17"
"1197","R-HSA-3108214","0.7669","0.4063","4","75","1","SUMOylation of DNA damage response and repair proteins","NUP88::NUP133::SP100::NUP58"
"1198","R-HSA-176814","0.7669","0.4063","4","75","1","Activation of APC C and APC C-Cdc20 mediated degradation of mitotic proteins","CDC26::ANAPC11::PSMD4::UBB"
"1199","R-HSA-8852276","0.7669","0.4063","4","75","1","The role of GTSE1 in G2 M progression after G2 checkpoint","TUBA1B::TUBA3E::PSMD4::UBB"
"1200","R-HSA-983705","0.7686","0.3712","6","109","1","Signaling by the B Cell Receptor (BCR)","GRB2::SH3KBP1::NFATC1::PSMD4::UBB::CD79A"
"1201","R-HSA-2644602","0.7709","0.4289","3","58","1","Signaling by NOTCH1 PEST Domain Mutants in Cancer","HEY1::TBL1X::UBB"
"1202","R-HSA-2644603","0.7709","0.4289","3","58","1","Signaling by NOTCH1 in Cancer","HEY1::TBL1X::UBB"
"1203","R-HSA-2644606","0.7709","0.4289","3","58","1","Constitutive Signaling by NOTCH1 PEST Domain Mutants","HEY1::TBL1X::UBB"
"1204","R-HSA-2894858","0.7709","0.4289","3","58","1","Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer","HEY1::TBL1X::UBB"
"1205","R-HSA-2894862","0.7709","0.4289","3","58","1","Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants","HEY1::TBL1X::UBB"
"1206","R-HSA-68827","0.7709","0.4289","3","58","1","CDT1 association with the CDC6-ORC-origin complex","PSMD4::UBB::CDC6"
"1207","R-HSA-445355","0.7715","0.475","2","40","1","Smooth Muscle Contraction","GUCY1B1::MYLK"
"1208","R-HSA-69306","0.7715","0.3567","7","126","1","DNA Replication","POLA2::CDC26::MCM2::ANAPC11::PSMD4::UBB::CDC6"
"1209","R-HSA-5689603","0.7749","0.3769","5","93","1","UCH proteinases","PSMD4::UBB::UCHL1::H2AC18::USP15"
"1210","R-HSA-111931","0.7761","0.5716","1","21","1","PKA-mediated phosphorylation of CREB","PRKACG"
"1211","R-HSA-379726","0.7761","0.5716","1","21","1","Mitochondrial tRNA aminoacylation","VARS2"
"1212","R-HSA-189200","0.7761","0.5716","1","21","1","Cellular hexose transport","SLC45A3"
"1213","R-HSA-4551638","0.7809","0.4152","3","59","1","SUMOylation of chromatin organization proteins","NUP88::NUP133::NUP58"
"1214","R-HSA-201722","0.7809","0.4152","3","59","1","Formation of the beta-catenin-TCF transactivating complex","TLE4::H2AC18::H3C12"
"1215","R-HSA-5610785","0.7809","0.4152","3","59","1","GLI3 is processed to GLI3R by the proteasome","PRKACG::PSMD4::UBB"
"1216","R-HSA-5250924","0.7809","0.4152","3","59","1","B-WICH complex positively regulates rRNA expression","POLR2L::H2AC18::H3C12"
"1217","R-HSA-5610783","0.7809","0.4152","3","59","1","Degradation of GLI2 by the proteasome","PRKACG::PSMD4::UBB"
"1218","R-HSA-73772","0.7809","0.4152","3","59","1","RNA Polymerase I Promoter Escape","POLR2L::H2AC18::H3C12"
"1219","R-HSA-373080","0.7829","0.3664","5","94","1","Class B 2 (Secretin family receptors)","GNG5::GNG7::GNG13::WNT2::UCN2"
"1220","R-HSA-983168","0.7832","0.2936","18","305","1","Antigen processing- Ubiquitination & Proteasome degradation","TRIM9::FBXL14::NEDD4L::CDC26::WSB1::FBXL22::ANAPC11::RNF114::TRIM39::PSMD4::RBBP6::FBXW4::UBB::UBA1::UBA7::UBE2G2::KLHL22::SPSB4"
"1221","R-HSA-8853659","0.7832","0.4581","2","41","1","RET signaling","GRB2::PRKACG"
"1222","R-HSA-75893","0.7832","0.4581","2","41","1","TNF signaling","TAB2::UBB"
"1223","R-HSA-5696400","0.7832","0.4581","2","41","1","Dual Incision in GG-NER","ERCC4::UBB"
"1224","R-HSA-5678895","0.7905","0.4017","3","60","1","Defective CFTR causes cystic fibrosis","PSMD4::UBB::DERL3"
"1225","R-HSA-5610787","0.7905","0.3428","6","112","1","Hedgehog 'off' state","TUBA1B::GLI1::PRKACG::PSMD4::UBB::NUMB"
"1226","R-HSA-438066","0.7915","0.5477","1","22","1","Unblocking of NMDA receptors, glutamate binding and activation","GRIN2A"
"1227","R-HSA-5620922","0.7915","0.5477","1","22","1","BBSome-mediated cargo-targeting to cilium","BBIP1"
"1228","R-HSA-2979096","0.7915","0.5477","1","22","1","NOTCH2 Activation and Transmission of Signal to the Nucleus","UBB"
"1229","R-HSA-9613829","0.7915","0.5477","1","22","1","Chaperone Mediated Autophagy","UBB"
"1230","R-HSA-71403","0.7915","0.5477","1","22","1","Citric acid cycle (TCA cycle)","ME3"
"1231","R-HSA-2453902","0.7915","0.5477","1","22","1","The canonical retinoid cycle in rods (twilight vision)","TTR"
"1232","R-HSA-140875","0.7915","0.5477","1","22","1","Common Pathway of Fibrin Clot Formation","F2R"
"1233","R-HSA-6781827","0.793","0.3711","4","78","1","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","ERCC4::POLR2I::POLR2L::UBB"
"1234","R-HSA-73854","0.793","0.3711","4","78","1","RNA Polymerase I Promoter Clearance","POLR2L::H2AC18::H3C12::MTA2"
"1235","R-HSA-1489509","0.7945","0.4415","2","42","1","DAG and IP3 signaling","PRKACG::PRKCE"
"1236","R-HSA-5693567","0.7975","0.3336","6","113","1","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","CHEK1::ERCC4::UIMC1::RAD51B::UBB::EXO1"
"1237","R-HSA-202403","0.7975","0.3336","6","113","1","TCR signaling","TAB2::HLA-DQB2::PSMD4::PTPRC::UBB::CD4"
"1238","R-HSA-69206","0.7984","0.3222","7","130","1","G1 S Transition","POLA2::MCM2::PPP2CA::PPP2R1A::PSMD4::UBB::CDC6"
"1239","R-HSA-2022090","0.7998","0.3884","3","61","1","Assembly of collagen fibrils and other multimeric structures","COL8A2::TLL2::LOXL3"
"1240","R-HSA-5693532","0.8002","0.3116","8","147","1","DNA Double-Strand Break Repair","CHEK1::ERCC4::EYA2::UIMC1::PPP5C::RAD51B::UBB::EXO1"
"1241","R-HSA-5693607","0.8012","0.3598","4","79","1","Processing of DNA double-strand break ends","CHEK1::UIMC1::UBB::EXO1"
"1242","R-HSA-73864","0.8012","0.3598","4","79","1","RNA Polymerase I Transcription","POLR2L::H2AC18::H3C12::MTA2"
"1243","R-HSA-176408","0.8012","0.3598","4","79","1","Regulation of APC C activators between G1 S and early anaphase","CDC26::ANAPC11::PSMD4::UBB"
"1244","R-HSA-376176","0.8021","0.2881","12","213","1","Signaling by ROBO receptors","RNPS1::DAG1::RPL13A::RPL36::PRKACG::LHX9::PSMD4::RPS5::RPS21::UBB::LDB1::EIF4A3"
"1245","R-HSA-1296072","0.8052","0.4252","2","43","1","Voltage gated Potassium channels","KCNQ1::KCNQ4"
"1246","R-HSA-1433557","0.8052","0.4252","2","43","1","Signaling by SCF-KIT","CHEK1::GRB2"
"1247","R-HSA-3899300","0.8052","0.4252","2","43","1","SUMOylation of transcription cofactors","SIN3A::NRIP1"
"1248","R-HSA-6782315","0.8052","0.4252","2","43","1","tRNA modification in the nucleus and cytosol","PUS7::THADA"
"1249","R-HSA-5362517","0.8052","0.4252","2","43","1","Signaling by Retinoic Acid","PDHB::RARA"
"1250","R-HSA-5696395","0.8052","0.4252","2","43","1","Formation of Incision Complex in GG-NER","ERCC4::UBB"
"1251","R-HSA-5620912","0.8054","0.3361","5","97","1","Anchoring of the basal body to the plasma membrane","DYNC1I2::PPP2R1A::HAUS7::CEP78::CEP135"
"1252","R-HSA-8939236","0.8054","0.3361","5","97","1","RUNX1 regulates transcription of genes involved in differentiation of HSCs","PSMD4::UBB::H2AC18::H3C12::LDB1"
"1253","R-HSA-373753","0.8059","0.5244","1","23","1","Nephrin family interactions","CASK"
"1254","R-HSA-112409","0.8059","0.5244","1","23","1","RAF-independent MAPK1 3 activation","JAK1"
"1255","R-HSA-8956321","0.8059","0.5244","1","23","1","Nucleotide salvage","HPRT1"
"1256","R-HSA-1442490","0.8087","0.3755","3","62","1","Collagen degradation","COL8A2::FURIN::PHYKPL"
"1257","R-HSA-8948216","0.8154","0.4094","2","44","1","Collagen chain trimerization","COL8A2::COL21A1"
"1258","R-HSA-109704","0.8154","0.4094","2","44","1","PI3K Cascade","GRB2::FGF17"
"1259","R-HSA-167169","0.8154","0.4094","2","44","1","HIV Transcription Elongation","POLR2I::POLR2L"
"1260","R-HSA-167200","0.8154","0.4094","2","44","1","Formation of HIV-1 elongation complex containing HIV-1 Tat","POLR2I::POLR2L"
"1261","R-HSA-167246","0.8154","0.4094","2","44","1","Tat-mediated elongation of the HIV-1 transcript","POLR2I::POLR2L"
"1262","R-HSA-167161","0.8154","0.4094","2","44","1","HIV Transcription Initiation","POLR2I::POLR2L"
